lead_id,first_name,last_name,email,title,created_date,lead_age_days,company_name,industry,employee_count,employee_count_bucket,annual_revenue,annual_revenue_bucket,tech_stack,hq_location,total_engagements,unique_engagement_types,last_engagement_date,target,score
75,Christine,Webster,mario94@hernandez.info,"Therapist, art",2025-05-02,45,Adams-Suarez,Technology,392,Large,71.56,Low,SAP,Coxside,3,2,2025-04-19 18:48:03.000,0,0.03
139,Victoria,Sanchez,dawn14@hotmail.com,Science writer,2025-05-07,40,Reed LLC,Retail,1236,Large,33.92,Low,HubSpot,Codytown,5,3,2025-05-27 19:42:31.000,1,0.95
227,Jennifer,Cole,hgraham@gmail.com,Agricultural engineer,2025-01-11,156,Gonzales PLC,Healthcare,1033,Large,10.34,Low,SAP,Bakershire,3,1,2025-05-06 11:33:42.000,0,0.0
306,Matthew,Rodriguez,wardchristina@sharp.com,Psychiatric nurse,2025-02-19,117,Mcgee-Aguilar,Manufacturing,1772,Large,91.6,Low,Marketo,Tranborough,3,3,2025-04-24 12:49:11.000,0,0.0
309,Kylie,Johnson,gloverdaniel@williams-ochoa.com,"Surveyor, building",2025-04-07,70,Lopez Ltd,Finance,3295,Large,7.4,Low,Oracle,Tamarafurt,3,2,2025-04-16 05:43:43.000,0,0.02
313,James,Cunningham,bbrown@moore.com,Air broker,2025-05-07,40,Fry-Rodriguez,Healthcare,3219,Large,64.47,Low,HubSpot,Chavezfurt,4,2,2025-05-31 11:02:40.000,1,1.0
447,Susan,Joseph,shaunbenjamin@hernandez.com,Personal assistant,2025-03-26,82,"Robinson, Nielsen and Horne",Finance,1735,Large,91.39,Low,SAP,Smithside,5,3,2025-05-25 07:34:28.000,1,0.98
479,Sharon,Parker,bbrown@henson-bright.com,Financial controller,2025-01-06,161,Weeks Ltd,Finance,2350,Large,28.36,Low,Marketo,North Sharon,4,2,2025-05-19 16:34:32.000,1,0.98
529,Jesse,Hampton,ojordan@hotmail.com,Proofreader,2025-01-22,145,Rivers Inc,Technology,686,Large,53.66,Low,Salesforce,Rogersshire,4,2,2025-06-01 02:07:45.000,1,0.98
693,Randall,Vega,bradleygonzales@hotmail.com,Materials engineer,2025-03-14,94,Weeks Ltd,Finance,2350,Large,28.36,Low,Marketo,North Sharon,4,2,2025-04-14 00:32:05.000,1,0.99
513,Sharon,Morales,adam02@gmail.com,"Engineer, land",2025-03-25,83,Torres Ltd,Manufacturing,4464,Large,47.4,Low,Salesforce,Fischermouth,4,2,2025-05-30 23:34:52.000,1,0.95
849,Mary,Mitchell,jdavenport@gmail.com,"Research officer, political party",2025-05-14,33,Jacobson PLC,Retail,4824,Large,33.96,Low,Oracle,Mannport,4,2,2025-06-05 14:47:57.000,1,0.95
106,Vanessa,Hayden,donnagilbert@hotmail.com,Animator,2025-02-12,124,White and Sons,Finance,1819,Large,16.68,Low,Salesforce,Watkinsburgh,4,3,2025-06-06 08:19:31.000,1,1.0
152,Jacob,Arnold,anthony39@goodwin.com,Special effects artist,2025-05-31,16,"Horton, Martinez and Fields",Retail,4896,Large,95.33,Low,HubSpot,Leemouth,3,2,2025-06-05 18:43:36.000,0,0.02
222,Joe,Dean,nancy19@hotmail.com,"Nurse, adult",2025-03-20,88,Henry-Gonzales,Technology,1838,Large,59.45,Low,SAP,Port Patricia,5,3,2025-06-02 09:20:11.000,1,0.98
289,Ryan,Davidson,angelawood@gill.com,Games developer,2025-03-02,106,Ward-Gray,Healthcare,1992,Large,95.73,Low,Oracle,Potterberg,1,1,2025-01-16 07:04:30.000,0,0.07
391,Charles,Johnson,bennettjennifer@yahoo.com,Retail buyer,2025-02-21,115,Miller-Davis,Healthcare,668,Large,35.03,Low,Salesforce,West Kennethbury,2,2,2025-04-07 14:45:22.000,0,0.01
766,Tiffany,Garcia,xcompton@young.net,"Scientist, product/process development",2025-04-10,67,Gilbert-Valdez,Technology,899,Large,99.53,Low,Oracle,Marshallfort,2,1,2025-02-25 08:24:49.000,0,0.06
897,Michele,Chan,schwartzjason@brooks-lawrence.com,Information officer,2025-02-25,111,"Taylor, Jordan and Jordan",Finance,3621,Large,39.09,Low,HubSpot,Port Justintown,2,1,2025-04-12 02:07:43.000,0,0.01
905,Terri,Parker,parkerlaura@hotmail.com,Arboriculturist,2025-03-26,82,Nelson and Sons,Retail,887,Large,98.9,Low,Oracle,Avilaborough,2,1,2025-04-24 23:36:00.000,0,0.01
768,Lisa,Morgan,cgreene@gmail.com,Theatre stage manager,2025-01-25,142,Blackwell Inc,Healthcare,3847,Large,12.8,Low,HubSpot,Jerryborough,2,2,2025-06-07 01:01:15.000,0,0.0
226,Jonathan,Walker,lacey81@hotmail.com,Armed forces logistics/support/administrative officer,2025-06-05,11,Pitts-Snyder,Manufacturing,4448,Large,55.84,Low,HubSpot,North Ashley,3,2,2025-04-29 08:43:15.000,0,0.05
329,Rhonda,Rojas,michele63@myers.info,Set designer,2025-05-24,23,"Young, Cooper and Curtis",Healthcare,3481,Large,10.66,Low,SAP,Pamelafort,1,1,2025-01-09 18:26:11.000,0,0.0
527,Karla,Woods,jillgonzales@gmail.com,Film/video editor,2025-04-10,67,Orr-Lopez,Healthcare,71,Medium,23.98,Low,Oracle,New Davidside,1,1,2025-02-21 16:15:06.000,0,0.07
802,Sandra,Morris,russellvictoria@hotmail.com,Health and safety adviser,2025-03-25,83,Harrell Inc,Finance,2450,Large,31.17,Low,SAP,Christopherburgh,1,1,2025-04-08 01:22:55.000,0,0.22
944,Brianna,Simpson,mary55@gmail.com,IT technical support officer,2025-01-15,152,"Lopez, Barton and Taylor",Finance,611,Large,18.09,Low,Oracle,South Jason,2,2,2025-02-13 01:40:56.000,0,0.01
15,William,Gardner,joshuabrown@gmail.com,Geographical information systems officer,2025-02-25,111,Sawyer LLC,Retail,3929,Large,54.46,Low,Oracle,Paulchester,4,3,2025-04-20 16:48:46.000,1,0.97
43,Brandon,Peters,cynthia43@patrick-mercer.com,Dancer,2025-04-06,71,"Taylor, Jordan and Jordan",Finance,3621,Large,39.09,Low,HubSpot,Port Justintown,3,2,2025-05-06 10:14:06.000,0,0.01
47,Jesse,Butler,iwalker@hotmail.com,Insurance underwriter,2025-05-08,39,"Russell, Bonilla and Mendez",Finance,3527,Large,48.02,Low,HubSpot,Lake Seth,2,2,2025-05-17 16:32:22.000,0,0.05
83,Regina,Adams,christopherking@caldwell.com,Public house manager,2025-05-09,38,Trujillo and Sons,Technology,2548,Large,59.13,Low,SAP,North Jeremy,4,3,2025-04-03 17:33:12.000,1,0.93
167,Madison,Miller,shannonmalone@yahoo.com,Veterinary surgeon,2025-04-22,55,Deleon Inc,Manufacturing,2645,Large,44.0,Low,SAP,West Jessicashire,3,3,2025-05-11 04:28:34.000,0,0.02
439,Ryan,Braun,johnrhodes@gmail.com,Arts administrator,2025-03-18,90,Ward-Gray,Healthcare,1992,Large,95.73,Low,Oracle,Potterberg,1,1,2025-02-03 21:36:59.000,0,0.08
460,William,Gregory,erikalawson@hotmail.com,Careers adviser,2025-03-02,106,Barker-Smith,Manufacturing,730,Large,97.44,Low,Marketo,South Anitafurt,3,2,2025-04-20 06:49:36.000,0,0.01
613,Kelli,Hensley,anna61@hotmail.com,Accommodation manager,2025-02-02,134,Wells-Freeman,Manufacturing,107,Medium,60.39,Low,Oracle,West Tanya,5,3,2025-05-27 12:30:34.000,1,0.99
119,Zachary,Foster,gkelly@mason-garrett.net,Catering manager,2025-03-18,90,"Davis, Hardin and Ferguson",Healthcare,4067,Large,90.63,Low,Marketo,New Christina,2,2,2025-04-12 16:33:47.000,0,0.01
127,Shawn,Campbell,johnsonmark@riggs-mitchell.com,Warehouse manager,2025-04-21,56,Edwards-Shaw,Retail,2442,Large,36.44,Low,Salesforce,Alexandertown,2,1,2025-05-09 12:33:44.000,0,0.03
331,Janice,Hunter,michaelnelson@hebert.com,Town planner,2025-04-08,69,Gonzales PLC,Healthcare,1033,Large,10.34,Low,SAP,Bakershire,2,2,2025-05-11 01:38:40.000,0,0.05
334,David,Gardner,lwatson@hill-harrison.com,IT technical support officer,2025-03-18,90,Johnson and Sons,Healthcare,3115,Large,25.15,Low,Salesforce,Heathermouth,1,1,2025-02-06 16:20:05.000,0,0.04
480,Brian,Mora,ann92@mccarthy.com,"Engineer, manufacturing",2025-04-19,58,Joseph Inc,Technology,4882,Large,13.91,Low,Marketo,East Patriciaport,4,2,2025-06-02 14:52:33.000,1,0.96
488,Rodney,Schmidt,wgomez@smith-jordan.com,Human resources officer,2025-04-21,56,"Wilson, Hatfield and Barrera",Finance,2445,Large,42.86,Low,Salesforce,North Jacob,3,3,2025-06-03 04:11:18.000,0,0.0
590,Thomas,Fernandez,elizabeth70@yahoo.com,Mechanical engineer,2025-05-04,43,Blackwell Inc,Healthcare,3847,Large,12.8,Low,HubSpot,Jerryborough,1,1,2025-03-26 17:59:55.000,0,0.0
610,Katherine,Grant,fraziernancy@yahoo.com,"Engineer, agricultural",2025-04-30,47,"Hobbs, Munoz and Oliver",Finance,3267,Large,75.04,Low,Oracle,Jessicaberg,5,3,2025-06-07 12:15:39.000,1,1.0
563,Kim,Gibson,kimberlygibson@hotmail.com,Estate agent,2025-04-09,68,Hudson-Kelly,Technology,1125,Large,5.4,Low,HubSpot,West Jeremiah,4,3,2025-06-07 23:51:10.000,1,0.96
865,Kristine,Mathis,jmeyer@jackson-mccormick.com,Diplomatic Services operational officer,2025-01-16,151,"Gordon, Shah and James",Healthcare,1614,Large,66.05,Low,Marketo,Angelabury,4,2,2025-03-13 04:44:20.000,1,0.97
355,David,Lewis,murrayjessica@gmail.com,Health visitor,2025-02-22,114,Cooley Group,Manufacturing,1659,Large,2.29,Low,SAP,Nicholasville,3,2,2025-05-15 16:10:13.000,0,0.02
544,James,Murphy,hfuller@abbott.com,Holiday representative,2025-03-09,99,"Phillips, Krause and Roberts",Retail,263,Large,67.06,Low,Marketo,North Jessica,3,2,2025-05-28 16:29:15.000,0,0.1
546,Kevin,Garza,samanthaweiss@yahoo.com,Insurance broker,2025-01-08,159,"Kim, Robbins and Ayala",Technology,551,Large,30.75,Low,Marketo,Michaelview,3,2,2025-03-28 13:51:18.000,0,0.03
622,Tonya,Woodward,andreacervantes@yahoo.com,Diplomatic Services operational officer,2025-04-06,71,"Ramos, Jackson and Evans",Manufacturing,177,Medium,47.55,Low,Oracle,Jasminefort,1,1,2025-05-13 04:08:52.000,0,0.01
686,Sandy,Brown,awilliams@adams-delgado.com,Accommodation manager,2025-05-17,30,"Holmes, Porter and Vincent",Healthcare,4329,Large,96.66,Low,Salesforce,Hugheston,1,1,2025-05-11 20:57:20.000,0,0.08
734,Sandra,Williams,cheyennewarner@cook-bailey.net,Trade union research officer,2025-04-24,53,Sullivan Inc,Manufacturing,3979,Large,28.56,Low,Salesforce,Lake Pamelaside,3,3,2025-06-04 10:38:31.000,0,0.01
784,Victoria,Barron,rodriguezmelissa@yahoo.com,Tourist information centre manager,2025-01-27,140,Campbell Inc,Healthcare,2560,Large,15.33,Low,Oracle,Robertton,5,3,2025-04-01 20:22:31.000,1,0.95
830,Courtney,Williamson,wroberts@hotmail.com,"Development worker, international aid",2025-01-15,152,Rodriguez Inc,Manufacturing,615,Large,13.97,Low,HubSpot,Lake Denisemouth,4,3,2025-04-28 11:32:25.000,1,0.87
868,Paula,Moss,trevinoalicia@johnson.com,Pathologist,2025-05-21,26,"Garcia, Kennedy and Allen",Manufacturing,2794,Large,66.52,Low,Oracle,Lake Andreabury,3,3,2025-05-08 08:12:33.000,0,0.01
873,Michelle,Solis,heather85@williams.com,"Administrator, local government",2025-02-13,123,Trujillo and Sons,Technology,2548,Large,59.13,Low,SAP,North Jeremy,4,3,2025-04-21 20:24:32.000,1,1.0
951,Tyrone,Mcdaniel,paulangelica@burch.com,Press sub,2025-03-17,91,"Cruz, Boone and Griffin",Healthcare,3484,Large,79.91,Low,Salesforce,New Jasonland,3,2,2025-05-18 14:26:50.000,0,0.02
877,Blake,Brown,louisjoyce@bates.com,Aid worker,2025-05-21,26,White and Sons,Finance,1819,Large,16.68,Low,Salesforce,Watkinsburgh,1,1,2025-01-17 06:39:57.000,0,0.01
588,Timothy,Lee,william26@olson.com,Patent examiner,2025-01-01,166,"Gibson, Dudley and Page",Technology,2912,Large,2.56,Low,SAP,North Sandra,1,1,2025-01-25 22:13:10.000,0,0.21
692,Joshua,Martinez,ryan94@yahoo.com,"Production assistant, radio",2025-02-24,112,"Medina, Phillips and Diaz",Finance,3470,Large,34.31,Low,Marketo,Seanview,2,2,2025-04-22 04:28:28.000,0,0.0
90,Lori,Morris,oescobar@gmail.com,"Education officer, museum",2025-06-05,11,"Hobbs, Munoz and Oliver",Finance,3267,Large,75.04,Low,Oracle,Jessicaberg,5,2,2025-05-05 22:47:30.000,1,1.0
91,Alejandra,Edwards,dillon48@osborne.com,Senior tax professional/tax inspector,2025-04-10,67,Chapman Group,Finance,544,Large,12.03,Low,Salesforce,Carmentown,4,2,2025-04-30 02:27:28.000,1,0.99
93,Debbie,Harris,qhendricks@rich.com,Tour manager,2025-03-25,83,"Hicks, Love and Liu",Technology,4861,Large,82.44,Low,HubSpot,Benjaminbury,5,3,2025-05-09 06:22:17.000,1,0.98
174,Jennifer,Bailey,reynoldsmichael@rowland.org,"Conservator, furniture",2025-04-22,55,Arroyo PLC,Healthcare,3108,Large,44.24,Low,SAP,East Jacobland,5,3,2025-05-30 18:34:11.000,1,0.95
219,Douglas,Garcia,millergwendolyn@galloway.net,Maintenance engineer,2025-01-22,145,"Clark, Owens and Johnston",Technology,133,Medium,58.87,Low,Salesforce,Wallsshire,3,2,2025-05-08 12:22:49.000,0,0.0
179,Mitchell,Chase,hudsonluis@simmons-french.net,Diplomatic Services operational officer,2025-03-29,79,Davis Ltd,Finance,3816,Large,97.59,Low,HubSpot,Danielbury,2,1,2025-04-18 14:08:55.000,0,0.03
200,Carlos,Ball,justindalton@rivera-carter.biz,Counsellor,2025-05-15,32,Brown-Mckay,Manufacturing,3889,Large,62.64,Low,Salesforce,Jacksonshire,5,3,2025-06-02 03:00:20.000,1,0.97
285,Nicolas,Hamilton,andrewschristopher@gmail.com,Electronics engineer,2025-04-20,57,Watkins-Wood,Finance,811,Large,1.48,Low,HubSpot,Shannonmouth,4,2,2025-05-08 04:44:13.000,1,0.98
342,James,Flores,phillipskelly@gmail.com,Sports therapist,2025-01-14,153,Stone LLC,Retail,2295,Large,86.39,Low,HubSpot,Adamsfurt,2,2,2025-06-02 07:24:57.000,0,0.01
357,Billy,Arnold,jamesmueller@gmail.com,Manufacturing systems engineer,2025-03-07,101,Beasley LLC,Technology,772,Large,25.34,Low,SAP,East Megan,4,2,2025-05-07 22:46:10.000,1,0.96
380,Grace,Dudley,whill@gmail.com,Counsellor,2025-03-14,94,"Cook, Johnson and Randolph",Finance,4391,Large,43.53,Low,Salesforce,Lake Ashleyton,4,3,2025-05-30 20:21:42.000,1,1.0
425,Chris,Blevins,wbell@gmail.com,Acupuncturist,2025-01-01,166,Campbell Inc,Healthcare,2560,Large,15.33,Low,Oracle,Robertton,4,3,2025-06-06 17:19:28.000,1,0.94
463,David,Randolph,erin68@conrad.com,Insurance broker,2025-03-18,90,Walters Group,Healthcare,1923,Large,65.61,Low,Marketo,South Jackview,5,3,2025-03-29 01:24:46.000,1,1.0
490,Robert,Cline,monicajohnson@hotmail.com,Health and safety inspector,2025-01-14,153,"Cohen, Mckenzie and Vega",Technology,388,Large,36.1,Low,Oracle,Flowersview,2,2,2025-02-25 13:31:22.000,0,0.0
534,Raymond,Sloan,tracywright@gmail.com,"Engineer, electrical",2025-02-13,123,Williams-Browning,Manufacturing,493,Large,71.03,Low,SAP,Lake Valeriemouth,5,3,2025-04-28 17:04:29.000,1,0.91
578,James,Trujillo,james49@harris-anderson.com,Child psychotherapist,2025-01-26,141,"Edwards, Schmidt and Newton",Manufacturing,2263,Large,36.87,Low,HubSpot,Jasonville,5,4,2025-04-26 09:18:24.000,1,0.96
322,Amber,Vega,phillipsjohnny@lynch-may.com,"Therapist, horticultural",2025-01-18,149,Flores-Sanford,Healthcare,1498,Large,90.7,Low,Oracle,West Joe,4,2,2025-04-30 03:42:44.000,1,0.99
656,Jocelyn,Davis,sschmitt@olsen.info,Community development worker,2025-01-10,157,"Michael, Wilson and Chavez",Healthcare,4839,Large,35.0,Low,Salesforce,Taylorborough,5,3,2025-05-23 17:25:07.000,1,0.95
749,Matthew,Copeland,pattonjordan@yahoo.com,"Designer, multimedia",2025-01-21,146,Barker-Smith,Manufacturing,730,Large,97.44,Low,Marketo,South Anitafurt,4,3,2025-04-14 01:03:35.000,1,0.95
957,Elizabeth,Galvan,thompsondawn@roberts.biz,Chief Strategy Officer,2025-06-07,9,Olsen-Anderson,Finance,1092,Large,82.47,Low,Salesforce,Port Gina,4,4,2025-04-29 20:05:12.000,1,0.96
958,Laurie,Anderson,mark84@sanchez-miller.net,Video editor,2025-01-09,158,Saunders-Harrison,Healthcare,1048,Large,19.87,Low,SAP,Mcdowellside,3,3,2025-05-17 09:57:19.000,0,0.01
970,Kenneth,Martinez,rioskimberly@hotmail.com,Museum education officer,2025-03-31,77,Nicholson LLC,Retail,3590,Large,59.94,Low,Oracle,Anthonyfurt,4,3,2025-04-28 18:33:36.000,1,0.97
393,Derrick,Smith,scott45@oliver.info,Multimedia programmer,2025-05-11,36,Mcdaniel-Solomon,Finance,710,Large,86.16,Low,SAP,North Sandra,4,4,2025-04-20 07:25:36.000,1,0.95
953,Donald,Morales,cthomas@knox-jenkins.com,"Designer, fashion/clothing",2025-01-24,143,Flores-Sanchez,Retail,4999,Large,70.43,Low,HubSpot,Camposfurt,3,3,2025-06-02 11:57:31.000,0,0.02
977,Stacy,Sheppard,ehall@yahoo.com,"Engineer, chemical",2025-01-24,143,Lopez Ltd,Finance,3295,Large,7.4,Low,Oracle,Tamarafurt,3,2,2025-05-19 20:48:45.000,0,0.01
88,Elizabeth,James,whitekenneth@vincent-meza.com,Catering manager,2025-02-11,125,"Cohen, Mckenzie and Vega",Technology,388,Large,36.1,Low,Oracle,Flowersview,2,2,2025-02-15 15:13:18.000,0,0.02
53,Michael,Wells,hphillips@yahoo.com,Passenger transport manager,2025-05-27,20,Chapman Group,Finance,544,Large,12.03,Low,Salesforce,Carmentown,4,3,2025-04-29 17:51:24.000,1,0.99
157,Natalie,Long,pamelamiller@gmail.com,Petroleum engineer,2025-04-27,50,"Francis, Cisneros and Jones",Technology,552,Large,3.19,Low,HubSpot,Baileyshire,3,3,2025-05-05 08:47:55.000,0,0.15
162,Steven,Vang,leslie04@lewis-howard.com,Building control surveyor,2025-02-11,125,"Mccoy, Waller and Rodriguez",Technology,1425,Large,29.06,Low,HubSpot,Lake Amy,3,1,2025-05-04 01:35:07.000,0,0.02
165,Chelsea,Cameron,kevin51@brown-peterson.com,"Designer, graphic",2025-01-20,147,Mills LLC,Manufacturing,3956,Large,61.48,Low,Salesforce,Port Maryport,3,3,2025-02-21 12:10:39.000,0,0.0
251,Kimberly,Lewis,justin16@brown.info,Tax adviser,2025-02-22,114,Oliver-Smith,Manufacturing,877,Large,55.18,Low,SAP,Lake Carlos,5,3,2025-05-09 11:32:39.000,1,0.99
154,Clayton,King,farleytina@barber.com,Broadcast engineer,2025-04-06,71,"Snow, Mccullough and Sherman",Healthcare,1997,Large,31.91,Low,HubSpot,East Timothychester,2,2,2025-04-19 15:51:26.000,0,0.02
276,Jennifer,Bowen,roywillie@spencer-hayes.com,"Therapist, horticultural",2025-02-26,110,"Nelson, Berry and Gonzalez",Technology,1465,Large,69.07,Low,HubSpot,East Michelletown,1,1,2025-03-30 15:51:11.000,0,0.03
396,Paul,Shepherd,alicia00@bentley.com,Dramatherapist,2025-02-02,134,James-Johnson,Finance,1247,Large,12.7,Low,Salesforce,Brandonborough,4,3,2025-04-19 10:56:34.000,1,0.96
398,Robert,Nguyen,isabelwallace@yahoo.com,"Scientist, product/process development",2025-02-19,117,"Sosa, Smith and Alvarez",Technology,4167,Large,97.32,Low,HubSpot,Lake Pamela,5,3,2025-04-30 07:51:00.000,1,0.91
399,Kelly,Mcintyre,johnwatson@combs-thomas.com,"Designer, textile",2025-02-08,128,Cooley Group,Manufacturing,1659,Large,2.29,Low,SAP,Nicholasville,1,1,2025-01-10 02:35:05.000,0,0.01
508,Brittany,Hendrix,janethall@gmail.com,"Conservation officer, historic buildings",2025-02-15,121,"Joyce, Macias and Smith",Healthcare,2502,Large,33.98,Low,SAP,South Davidfurt,5,3,2025-05-21 03:18:21.000,1,0.98
514,Dennis,Davis,joseph04@hotmail.com,Soil scientist,2025-02-04,132,Beasley LLC,Technology,772,Large,25.34,Low,SAP,East Megan,4,2,2025-03-21 16:22:54.000,1,0.97
538,Diana,Cisneros,wpatel@keith.com,"Accountant, chartered",2025-05-07,40,"Martin, Ochoa and Murphy",Finance,3412,Large,90.81,Low,Salesforce,West Toddstad,3,2,2025-05-12 04:42:19.000,0,0.0
615,Darryl,Barrett,josecase@brady.net,Careers information officer,2025-04-25,52,Adams-Suarez,Technology,392,Large,71.56,Low,SAP,Coxside,5,3,2025-06-06 03:02:57.000,1,0.9
617,Sandra,Adams,ithomas@mitchell-wood.com,Forensic psychologist,2025-04-14,63,James-Johnson,Finance,1247,Large,12.7,Low,Salesforce,Brandonborough,5,2,2025-04-27 10:58:22.000,1,0.98
629,Kathryn,Burke,jamescameron@gmail.com,Agricultural consultant,2025-05-03,44,Sandoval Ltd,Technology,1193,Large,37.3,Low,Salesforce,Jacksonhaven,1,1,2025-03-04 14:50:08.000,0,0.02
667,Christopher,Jones,rangelrichard@davis.com,Health and safety adviser,2025-03-26,82,Johnston and Sons,Finance,2419,Large,21.94,Low,HubSpot,Sloanbury,4,4,2025-04-22 18:39:03.000,1,1.0
690,Brenda,Thomas,kristen19@thompson-ward.biz,Health service manager,2025-03-26,82,Jacobson PLC,Retail,4824,Large,33.96,Low,Oracle,Mannport,4,3,2025-02-02 13:51:32.000,1,0.86
885,Shelby,Martin,hannahmoreno@richards-campos.info,Interpreter,2025-01-17,150,"Wilson, Lopez and Doyle",Finance,1162,Large,47.33,Low,Salesforce,Hensleyburgh,5,2,2025-05-21 09:47:49.000,1,0.97
906,Victoria,Roth,matthewgilbert@pena.biz,Seismic interpreter,2025-04-07,70,"English, Shaffer and Morales",Manufacturing,3520,Large,9.01,Low,Marketo,Port Johnbury,1,1,2025-01-12 06:24:49.000,0,0.02
208,Jamie,Clark,larrydavenport@hotmail.com,Tree surgeon,2025-03-06,102,Hardin-Delgado,Finance,974,Large,69.83,Low,SAP,Lisaburgh,2,1,2025-01-25 03:15:50.000,0,0.01
71,Dawn,Wilson,ataylor@hotmail.com,Veterinary surgeon,2025-06-01,15,James-Johnson,Finance,1247,Large,12.7,Low,Salesforce,Brandonborough,3,2,2025-05-28 14:31:58.000,0,0.02
81,Suzanne,Gonzalez,erinrios@yahoo.com,"Scientist, research (medical)",2025-02-17,119,Heath PLC,Retail,1009,Large,54.93,Low,Marketo,Evansstad,3,2,2025-05-24 06:41:09.000,0,0.02
225,Brandon,Bell,webblisa@ryan.com,Civil Service fast streamer,2025-04-22,55,"Tucker, Rivas and Wilson",Retail,2978,Large,79.96,Low,SAP,East Davidhaven,3,3,2025-05-22 00:56:45.000,0,0.02
203,Katelyn,Travis,ztucker@maldonado-king.com,Building control surveyor,2025-03-01,107,Rose Inc,Manufacturing,1365,Large,72.28,Low,Marketo,Teresamouth,2,2,2025-05-15 07:23:11.000,0,0.01
216,John,Mosley,amy62@stokes.org,Race relations officer,2025-04-15,62,Mills LLC,Manufacturing,3956,Large,61.48,Low,Salesforce,Port Maryport,3,3,2025-02-23 06:10:22.000,0,0.0
282,Christina,Ward,crystalsantos@vaughn.net,Operational investment banker,2025-02-13,123,Brown-Mckay,Manufacturing,3889,Large,62.64,Low,Salesforce,Jacksonshire,3,2,2025-05-23 18:44:01.000,0,0.05
291,Laura,Ramos,chelsea53@yahoo.com,"Teacher, special educational needs",2025-04-18,59,Rivers Inc,Technology,686,Large,53.66,Low,Salesforce,Rogersshire,4,2,2025-05-21 14:10:18.000,1,0.99
341,Patricia,Bauer,elizabeth72@rocha.com,Farm manager,2025-01-02,165,"Mendoza, Adams and Davidson",Retail,1187,Large,16.93,Low,Marketo,Anthonystad,5,3,2025-06-08 10:19:16.000,1,0.98
445,Justin,Frederick,moorematthew@gmail.com,Mechanical engineer,2025-01-31,136,"Williams, Romero and Harris",Finance,3940,Large,77.6,Low,HubSpot,Jonesborough,3,3,2025-04-15 23:03:51.000,0,0.01
458,Ellen,Barnes,campbelljoseph@yahoo.com,Research scientist (physical sciences),2025-01-26,141,"Pineda, Kim and Smith",Healthcare,66,Medium,22.59,Low,Marketo,Nancyberg,5,2,2025-05-13 11:41:11.000,1,0.99
509,Brittany,Johnson,jjohnson@hotmail.com,Multimedia programmer,2025-01-02,165,Deleon Inc,Manufacturing,2645,Large,44.0,Low,SAP,West Jessicashire,2,2,2025-02-02 15:08:43.000,0,0.06
591,Jacqueline,Marshall,zmartinez@hotmail.com,"Presenter, broadcasting",2025-02-01,135,Edwards-Shaw,Retail,2442,Large,36.44,Low,Salesforce,Alexandertown,1,1,2025-02-25 06:39:09.000,0,0.01
721,Courtney,Price,carol03@gmail.com,Diagnostic radiographer,2025-01-09,158,"Snow, Mccullough and Sherman",Healthcare,1997,Large,31.91,Low,HubSpot,East Timothychester,4,3,2025-05-21 00:28:54.000,1,0.96
738,Matthew,Bentley,shelby50@brock-medina.biz,Armed forces logistics/support/administrative officer,2025-01-16,151,Burch-Barron,Retail,579,Large,15.81,Low,SAP,North Tannerberg,4,3,2025-05-06 09:37:12.000,1,1.0
164,Brittney,Ruiz,stephaniewashington@johnson.com,"Horticulturist, commercial",2025-05-27,20,"Lara, Chan and Buchanan",Finance,2672,Large,22.28,Low,Marketo,Jessicaview,3,2,2025-04-17 04:52:13.000,0,0.01
182,Breanna,Boyd,guy30@adams.info,Broadcast engineer,2025-03-24,84,Martinez Ltd,Finance,4545,Large,31.7,Low,Salesforce,East Ashleybury,3,2,2025-04-18 17:12:57.000,0,0.02
235,Jason,Mcdonald,ffernandez@green.com,Cartographer,2025-03-21,87,"Taylor, Newman and Whitehead",Finance,3992,Large,70.58,Low,SAP,Port Jeffery,2,2,2025-04-21 20:51:16.000,0,0.01
267,Shannon,Bennett,jared37@yahoo.com,"Psychologist, occupational",2025-05-11,36,Burch-Barron,Retail,579,Large,15.81,Low,SAP,North Tannerberg,4,3,2025-04-02 00:44:36.000,1,0.98
287,Jacob,Stephenson,calhounchristopher@yahoo.com,Ship broker,2025-01-02,165,"Horton, Martinez and Fields",Retail,4896,Large,95.33,Low,HubSpot,Leemouth,1,1,2025-01-08 00:10:23.000,0,0.02
461,Vincent,Brown,pgrant@long.biz,Chief Financial Officer,2025-05-07,40,Gonzales PLC,Healthcare,1033,Large,10.34,Low,SAP,Bakershire,3,2,2025-03-21 02:57:49.000,0,0.01
464,Christian,Jacobs,paula58@myers-turner.com,Pensions consultant,2025-04-11,66,Horn Ltd,Retail,2837,Large,53.64,Low,HubSpot,Lake Erika,5,3,2025-05-07 16:10:59.000,1,0.99
621,Elizabeth,Walker,hollymartinez@gmail.com,Multimedia programmer,2025-06-02,14,Williams LLC,Technology,929,Large,4.61,Low,Oracle,North Edwinborough,5,3,2025-06-03 18:58:37.000,1,0.97
662,Beth,Love,kevinallen@acosta.info,"Horticulturist, amenity",2025-03-12,96,Wilson Group,Finance,4457,Large,91.71,Low,Oracle,Lesliemouth,5,4,2025-06-07 06:40:56.000,1,0.97
671,Jason,Montgomery,jlawrence@yahoo.com,"Programmer, systems",2025-06-01,15,"Hicks, Love and Liu",Technology,4861,Large,82.44,Low,HubSpot,Benjaminbury,2,2,2025-04-25 20:12:38.000,0,0.06
